Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Damion Downs,us USA,"FW,MF",Köln,19.0,2004.0,10,0,181,2.0,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,1,0,5,0.99,0.0,0.99,0.99,0.99,0.51,0.0,0.51,0.51,0.51
Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21.0,2002.0,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,3.0,0.5,3.5,16,20,35,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54
Tim Drexler,de GER,DF,Hoffenheim,18.0,2005.0,8,6,573,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin Ducksch,de GER,FW,Werder Bremen,29.0,1994.0,33,32,"2,696",30.0,12,9,21,7,5,6,9,0,12.8,7.9,7.8,15.7,17,88,150,0.4,0.3,0.7,0.23,0.53,0.43,0.26,0.69,0.26,0.52
Julien Duranville,be BEL,"FW,MF",Dortmund,17.0,2006.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maximilian Eggestein,de GER,MF,Freiburg,26.0,1996.0,33,33,"2,914",32.4,1,2,3,1,0,0,6,0,2.4,2.4,2.8,5.2,42,162,72,0.03,0.06,0.09,0.03,0.09,0.07,0.09,0.16,0.07,0.16
Lilian Egloff,de GER,"MF,DF",Stuttgart,20.0,2002.0,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15
Hugo Ekitike,fr FRA,FW,Eint Frankfurt,21.0,2002.0,14,7,716,8.0,4,2,6,4,0,0,3,0,2.4,2.4,1.7,4.1,16,9,60,0.5,0.25,0.75,0.5,0.75,0.3,0.21,0.51,0.3,0.51
Elif Elmas,mk MKD,"MF,FW",RB Leipzig,23.0,1999.0,14,2,266,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,9,18,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31
Nico Elvedi,ch SUI,DF,Gladbach,26.0,1996.0,30,28,"2,482",27.6,2,1,3,2,0,0,5,0,1.6,1.6,0.1,1.7,37,109,6,0.07,0.04,0.11,0.07,0.11,0.06,0.0,0.06,0.06,0.06
Arne Engels,be BEL,"MF,DF",Augsburg,19.0,2003.0,32,13,"1,405",15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3.0,23,52,62,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
Ohis Felix Uduokhai,de GER,DF,Augsburg,25.0,1997.0,33,33,"2,921",32.5,2,0,2,2,0,0,5,1,1.4,1.4,0.8,2.2,25,101,6,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.07,0.04,0.07
Edimilson Fernandes,ch SUI,DF,Mainz 05,27.0,1996.0,21,13,"1,290",14.3,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9,53,9,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09
Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,18.0,2004.0,8,0,74,0.8,1,0,1,1,0,0,0,0,1.2,1.2,0.0,1.2,0,2,8,1.22,0.0,1.22,1.22,1.22,1.43,0.05,1.48,1.43,1.48
Max Finkgräfe,de GER,"DF,FW",Köln,19.0,2004.0,24,18,"1,756",19.5,1,0,1,1,0,0,4,0,1.0,1.0,1.6,2.6,51,53,59,0.05,0.0,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13
Kilian Fischer,de GER,"DF,MF",Wolfsburg,22.0,2000.0,6,4,291,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,6,6,9,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
Jonas Föhrenbach,de GER,DF,Heidenheim,27.0,1996.0,33,32,"2,788",31.0,0,0,0,0,0,0,2,0,0.5,0.5,0.8,1.3,44,96,69,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,31.0,1991.0,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28
Philipp Förster,de GER,"MF,FW",Bochum,28.0,1995.0,13,3,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.5,0.9,7,21,19,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22
Bartol Franjić,hr CRO,MF,Darmstadt 98,23.0,2000.0,20,14,"1,229",13.7,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,13,50,14,0.0,0.07,0.07,0.0,0.07,0.02,0.02,0.04,0.02,0.04
Marco Friedl,at AUT,DF,Werder Bremen,25.0,1998.0,25,25,"2,197",24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,4,59,2,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01
Marvin Friedrich,de GER,DF,Gladbach,27.0,1995.0,24,17,"1,566",17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,2,34,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Jeremie Frimpong,nl NED,DF,Leverkusen,22.0,2000.0,31,27,"2,251",25.0,9,7,16,9,0,0,6,0,8.2,8.2,5.9,14.0,153,49,348,0.36,0.28,0.64,0.36,0.64,0.33,0.23,0.56,0.33,0.56
Chris Führich,de GER,"FW,MF",Stuttgart,25.0,1998.0,34,33,"2,567",28.5,8,7,15,8,0,1,2,0,6.6,5.8,8.0,13.8,153,145,259,0.28,0.25,0.53,0.28,0.53,0.23,0.28,0.51,0.2,0.49
Shiō Fukuda,jp JPN,"FW,MF",Gladbach,19.0,2004.0,5,0,36,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.4,0.07,0.47,0.4,0.47
Niclas Füllkrug,de GER,FW,Werder Bremen,30.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,2,9,12,0.0,0.0,0.0,0.0,0.0,0.23,0.13,0.36,0.23,0.36
Niclas Füllkrug,de GER,FW,Dortmund,30.0,1993.0,29,27,"2,212",24.6,12,8,20,9,3,3,1,0,12.4,10.0,3.1,13.2,17,49,119,0.49,0.33,0.81,0.37,0.69,0.5,0.13,0.63,0.41,0.54
Cristian Gamboa,cr CRC,DF,Bochum,33.0,1989.0,22,12,"1,187",13.2,0,1,1,0,0,0,6,0,0.1,0.1,0.5,0.6,12,33,16,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.04,0.01,0.04
Dennis Geiger,de GER,MF,Hoffenheim,25.0,1998.0,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,29.0,1994.0,25,18,"1,630",18.1,2,1,3,2,0,0,5,0,1.9,1.9,0.9,2.8,17,49,73,0.11,0.06,0.17,0.11,0.17,0.11,0.05,0.15,0.11,0.15
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28.0,1995.0,3,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.4,2,4,5,0.0,1.67,1.67,0.0,1.67,0.22,0.39,0.61,0.22,0.61
Benedikt Gimber,de GER,DF,Heidenheim,26.0,1997.0,24,24,"2,021",22.5,1,1,2,1,0,0,9,0,1.4,1.4,1.1,2.5,3,25,6,0.04,0.04,0.09,0.04,0.09,0.06,0.05,0.11,0.06,0.11
Matthias Ginter,de GER,DF,Freiburg,29.0,1994.0,23,22,"1,913",21.3,0,2,2,0,0,0,3,0,1.4,1.4,1.4,2.8,23,136,20,0.0,0.09,0.09,0.0,0.09,0.07,0.06,0.13,0.07,0.13
Jamie Gittens,eng ENG,"FW,MF",Dortmund,18.0,2004.0,25,14,"1,058",11.8,1,4,5,1,0,0,1,0,2.2,2.2,2.8,5.0,64,26,105,0.09,0.34,0.43,0.09,0.43,0.19,0.24,0.43,0.19,0.43
Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,33.0,1989.0,22,17,"1,363",15.1,0,0,0,0,0,0,7,1,0.5,0.5,0.2,0.6,8,70,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Serge Gnabry,de GER,"FW,MF",Bayern Munich,28.0,1995.0,10,5,432,4.8,3,1,4,3,0,0,0,0,2.4,2.4,1.2,3.7,23,23,49,0.62,0.21,0.83,0.62,0.83,0.51,0.26,0.77,0.51,0.77
Leon Goretzka,de GER,MF,Bayern Munich,28.0,1995.0,30,25,"2,241",24.9,6,7,13,6,0,0,3,0,5.0,5.0,5.3,10.2,66,176,71,0.24,0.28,0.52,0.24,0.52,0.2,0.21,0.41,0.2,0.41
Robin Gosens,de GER,"DF,MF",Union Berlin,29.0,1994.0,30,27,"2,283",25.4,6,3,9,6,0,0,9,1,2.1,2.1,3.0,5.1,21,97,113,0.24,0.12,0.35,0.24,0.35,0.08,0.12,0.2,0.08,0.2
Mario Götze,de GER,MF,Eint Frankfurt,31.0,1992.0,30,23,"2,068",23.0,3,2,5,3,0,0,5,1,2.9,2.9,3.0,5.9,22,115,118,0.13,0.09,0.22,0.13,0.22,0.13,0.13,0.26,0.13,0.26
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32.0,1991.0,30,29,"2,593",28.8,1,0,1,1,0,0,7,0,1.3,1.3,1.8,3.2,33,143,17,0.03,0.0,0.03,0.03,0.03,0.05,0.06,0.11,0.05,0.11
Jens Grahl,de GER,GK,Eint Frankfurt,34.0,1988.0,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.5,0.5,0.0,0.5,0.0,0.12,0.12,0.0,0.12
Ryan Gravenberch,nl NED,FW,Bayern Munich,21.0,2002.0,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.92,0.0,1.92
Michael Gregoritsch,at AUT,FW,Freiburg,29.0,1994.0,32,19,"1,682",18.7,7,4,11,7,0,0,2,0,9.2,9.2,1.0,10.2,12,48,89,0.37,0.21,0.59,0.37,0.59,0.49,0.05,0.55,0.49,0.55
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,30.0,1993.0,32,29,"2,325",25.8,8,8,16,2,6,6,3,0,7.7,3.0,8.2,11.2,54,115,148,0.31,0.31,0.62,0.08,0.39,0.3,0.32,0.62,0.12,0.43
Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,27.0,1995.0,30,25,"2,295",25.5,1,6,7,1,0,0,8,0,1.2,1.2,1.7,2.9,32,152,22,0.04,0.24,0.27,0.04,0.27,0.05,0.07,0.12,0.05,0.12
Álex Grimaldo,es ESP,DF,Leverkusen,27.0,1995.0,33,31,"2,784",30.9,10,13,23,10,0,0,1,0,5.7,5.7,9.1,14.8,77,162,261,0.32,0.42,0.74,0.32,0.74,0.18,0.3,0.48,0.18,0.48
Christian Groß,de GER,"DF,MF",Werder Bremen,34.0,1989.0,20,8,797,8.9,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.7,17,46,5,0.0,0.11,0.11,0.0,0.11,0.04,0.04,0.08,0.04,0.08
Brajan Gruda,de GER,"MF,FW",Mainz 05,19.0,2004.0,28,19,"1,641",18.2,4,3,7,4,0,0,5,0,3.5,3.5,4.1,7.6,100,71,167,0.22,0.16,0.38,0.22,0.38,0.19,0.23,0.42,0.19,0.42
Ilia Gruev,bg BUL,MF,Werder Bremen,23.0,2000.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,29.0,1993.0,20,13,"1,191",13.2,3,0,3,3,0,0,2,0,2.4,2.4,2.0,4.4,36,86,90,0.23,0.0,0.23,0.23,0.23,0.18,0.15,0.33,0.18,0.33
Josuha Guilavogui,fr FRA,DF,Mainz 05,32.0,1990.0,11,5,409,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,1,9,1,0.0,0.22,0.22,0.0,0.22,0.0,0.02,0.02,0.0,0.02
Serhou Guirassy,gn GUI,FW,Stuttgart,27.0,1996.0,28,25,"2,208",24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32,56,183,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99
Péter Gulácsi,hu HUN,GK,RB Leipzig,33.0,1990.0,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Gulde,de GER,DF,Freiburg,32.0,1991.0,27,23,"2,047",22.7,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,10,74,3,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.05,0.05,0.05
Robert Gumny,pl POL,DF,Augsburg,25.0,1998.0,13,6,481,5.3,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,9,18,17,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Christian Günter,de GER,DF,Freiburg,30.0,1993.0,15,13,"1,060",11.8,1,2,3,1,0,0,1,0,0.5,0.5,2.1,2.6,15,23,63,0.08,0.17,0.25,0.08,0.25,0.04,0.18,0.22,0.04,0.22
Janik Haberer,de GER,"MF,DF",Union Berlin,29.0,1994.0,21,14,"1,221",13.6,1,1,2,1,0,0,7,0,0.9,0.8,0.6,1.3,10,47,36,0.07,0.07,0.15,0.07,0.15,0.07,0.04,0.11,0.06,0.1
Robin Hack,de GER,"FW,MF",Gladbach,24.0,1998.0,29,14,"1,348",15.0,10,2,12,10,0,0,2,0,3.9,3.9,2.3,6.3,50,46,103,0.67,0.13,0.8,0.67,0.8,0.26,0.16,0.42,0.26,0.42
Amadou Haidara,ml MLI,MF,RB Leipzig,25.0,1998.0,21,19,"1,526",17.0,2,1,3,2,0,0,5,0,1.1,1.1,1.6,2.7,8,97,11,0.12,0.06,0.18,0.12,0.18,0.07,0.09,0.16,0.07,0.16
Sébastien Haller,ci CIV,FW,Dortmund,29.0,1994.0,14,5,396,4.4,0,1,1,0,0,0,2,0,0.9,0.9,0.7,1.7,11,11,34,0.0,0.23,0.23,0.0,0.23,0.22,0.17,0.39,0.22,0.39
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26.0,1997.0,15,12,992,11.0,1,0,1,1,0,0,5,0,0.7,0.7,0.0,0.7,1,19,0,0.09,0.0,0.09,0.09,0.09,0.06,0.0,0.06,0.06,0.06
Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,18.0,2004.0,3,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
Genki Haraguchi,jp JPN,MF,Stuttgart,32.0,1991.0,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,39.0,1984.0,8,2,218,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thorgan Hazard,be BEL,DF,Dortmund,30.0,1993.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominique Heintz,de GER,DF,Köln,29.0,1993.0,12,6,568,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08
Benjamin Henrichs,de GER,DF,RB Leipzig,26.0,1997.0,33,28,"2,526",28.1,1,5,6,1,0,0,5,0,2.5,2.5,4.4,6.9,53,124,161,0.04,0.18,0.21,0.04,0.21,0.09,0.16,0.25,0.09,0.25
Patrick Herrmann,de GER,"FW,DF",Gladbach,32.0,1991.0,8,0,86,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,6,8,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.3
Piero Hincapié,ec ECU,DF,Leverkusen,21.0,2002.0,26,16,"1,484",16.5,1,2,3,1,0,0,2,0,1.9,1.9,0.5,2.5,34,102,50,0.06,0.12,0.18,0.06,0.18,0.12,0.03,0.15,0.12,0.15
Adam Hložek,cz CZE,"MF,FW",Leverkusen,21.0,2002.0,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4.0,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78
Nicolas Höfler,de GER,MF,Freiburg,33.0,1990.0,28,26,"2,330",25.9,1,1,2,1,0,0,10,1,0.7,0.7,0.4,1.1,14,94,15,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.04,0.03,0.04
Jonas Hofmann,de GER,MF,Leverkusen,31.0,1992.0,32,26,"2,204",24.5,5,7,12,5,0,0,3,0,5.9,5.9,8.1,14.1,63,119,221,0.2,0.29,0.49,0.2,0.49,0.24,0.33,0.57,0.24,0.57
Philipp Hofmann,de GER,FW,Bochum,30.0,1993.0,29,18,"1,571",17.5,4,2,6,4,0,0,1,0,4.8,4.8,1.7,6.5,7,36,86,0.23,0.11,0.34,0.23,0.34,0.27,0.1,0.37,0.27,0.37
Lucas Höler,de GER,"FW,MF",Freiburg,29.0,1994.0,33,26,"2,305",25.6,7,2,9,6,1,2,7,0,8.6,7.0,2.1,9.1,24,49,153,0.27,0.08,0.35,0.23,0.31,0.34,0.08,0.42,0.27,0.36
Fabian Holland,de GER,"MF,DF",Darmstadt 98,33.0,1990.0,23,23,"1,835",20.4,0,2,2,0,0,0,4,1,0.6,0.6,1.5,2.1,11,87,47,0.0,0.1,0.1,0.0,0.1,0.03,0.07,0.1,0.03,0.1
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22.0,2001.0,28,15,"1,282",14.2,5,0,5,5,0,0,2,0,3.4,3.4,1.3,4.7,49,39,126,0.35,0.0,0.35,0.35,0.35,0.24,0.09,0.33,0.24,0.33
Gerrit Holtmann,ph PHI,"MF,FW",Darmstadt 98,28.0,1995.0,10,2,392,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,13,18,20,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.21,0.14,0.21
Franck Honorat,fr FRA,"DF,FW",Gladbach,26.0,1996.0,32,28,"2,345",26.1,3,9,12,3,0,0,1,0,1.6,1.6,9.3,10.8,97,93,242,0.12,0.35,0.46,0.12,0.46,0.06,0.36,0.42,0.06,0.42
Mathias Honsak,at AUT,"FW,MF",Darmstadt 98,26.0,1996.0,23,10,"1,021",11.3,1,1,2,1,0,0,1,0,1.8,1.8,0.7,2.5,22,19,62,0.09,0.09,0.18,0.09,0.18,0.16,0.06,0.22,0.16,0.22
Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,23.0,1999.0,7,1,217,2.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,7,2,7,0.0,0.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41
Lukáš Hrádecký,fi FIN,GK,Leverkusen,33.0,1989.0,33,33,"2,970",33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timo Hübers,de GER,DF,Köln,27.0,1996.0,31,31,"2,778",30.9,0,0,0,0,0,0,6,0,1.8,1.8,0.5,2.3,19,104,3,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
Mats Hummels,de GER,DF,Dortmund,34.0,1988.0,25,20,"1,581",17.6,3,0,3,3,0,0,4,1,3.2,3.2,0.9,4.1,11,82,1,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23
Denis Huseinbasic,ba BIH,MF,Köln,22.0,2001.0,26,18,"1,627",18.1,0,3,3,0,0,0,5,0,0.3,0.3,0.7,1.0,35,93,29,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06
Iago,br BRA,DF,Augsburg,26.0,1997.0,23,18,"1,622",18.0,1,1,2,1,0,0,4,0,1.4,1.4,1.6,3.0,24,54,51,0.06,0.06,0.11,0.06,0.11,0.08,0.09,0.16,0.08,0.16
Borja Iglesias,es ESP,FW,Leverkusen,30.0,1993.0,7,2,256,2.8,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.6,3,5,19,0.0,0.0,0.0,0.0,0.0,0.48,0.1,0.58,0.48,0.58
Joel Imasuen,us USA,FW,Werder Bremen,18.0,2004.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Isherwood,se SWE,DF,Darmstadt 98,25.0,1998.0,12,8,636,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Ko Itakura,jp JPN,"DF,MF",Gladbach,26.0,1997.0,20,18,"1,596",17.7,3,0,3,3,0,0,9,0,1.3,1.3,0.2,1.5,14,36,7,0.17,0.0,0.17,0.17,0.17,0.08,0.01,0.09,0.08,0.09
Hiroki Ito,jp JPN,DF,Stuttgart,24.0,1999.0,26,25,"2,228",24.8,0,2,2,0,0,0,1,0,0.9,0.9,2.0,2.9,29,121,32,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12
Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,30.0,1992.0,29,24,"2,113",23.5,6,3,9,6,0,0,6,0,4.9,4.9,3.4,8.3,25,82,121,0.26,0.13,0.38,0.26,0.38,0.21,0.14,0.35,0.21,0.35
Paul Jaeckel,de GER,DF,Union Berlin,25.0,1998.0,6,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Kristijan Jakić,hr CRO,MF,Augsburg,26.0,1997.0,14,13,"1,051",11.7,2,1,3,2,0,0,4,0,0.8,0.8,0.3,1.0,11,56,10,0.17,0.09,0.26,0.17,0.26,0.07,0.02,0.09,0.07,0.09
Kristijan Jakić,hr CRO,"MF,FW",Eint Frankfurt,26.0,1997.0,4,1,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,11,9,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
Tony Jantschke,de GER,"DF,MF",Gladbach,33.0,1990.0,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuha Jatta,gm GAM,FW,RB Leipzig,17.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fredrik Jensen,fi FIN,"MF,FW",Augsburg,25.0,1997.0,22,18,"1,338",14.9,2,4,6,2,0,0,1,0,0.9,0.9,4.3,5.2,22,46,90,0.13,0.27,0.4,0.13,0.4,0.06,0.29,0.35,0.06,0.35
Moritz Jenz,de GER,DF,Wolfsburg,24.0,1999.0,22,21,"1,742",19.4,0,1,1,0,0,0,7,1,0.3,0.3,0.3,0.6,2,47,4,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03
Anthony Jung,de GER,DF,Werder Bremen,31.0,1991.0,31,30,"2,579",28.7,1,0,1,1,0,0,4,1,0.6,0.6,0.3,1.0,24,107,21,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03
Josip Juranović,hr CRO,DF,Union Berlin,27.0,1995.0,21,14,"1,294",14.4,0,2,2,0,0,1,4,0,1.4,0.6,2.3,2.9,22,52,46,0.0,0.14,0.14,0.0,0.14,0.1,0.16,0.26,0.04,0.2
David Jurásek,cz CZE,DF,Hoffenheim,22.0,2000.0,13,4,496,5.5,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.1,12,12,38,0.0,0.18,0.18,0.0,0.18,0.03,0.18,0.21,0.03,0.21
Julian Justvan,de GER,"FW,MF",Hoffenheim,25.0,1998.0,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,12,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Julian Justvan,de GER,"MF,FW",Darmstadt 98,25.0,1998.0,14,11,"1,023",11.4,2,2,4,2,0,0,1,0,0.9,0.9,2.5,3.4,20,56,50,0.18,0.18,0.35,0.18,0.35,0.08,0.22,0.3,0.08,0.3
Ozan Kabak,tr TUR,DF,Hoffenheim,23.0,2000.0,28,28,"2,282",25.4,4,0,4,4,0,0,11,1,2.2,2.2,1.1,3.3,21,110,11,0.16,0.0,0.16,0.16,0.16,0.09,0.04,0.13,0.09,0.13
Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,31.0,1992.0,29,28,"2,412",26.8,3,4,7,3,0,0,7,0,2.5,2.5,4.7,7.2,38,88,153,0.11,0.15,0.26,0.11,0.26,0.09,0.18,0.27,0.09,0.27
Florian Kainz,at AUT,"MF,FW",Köln,30.0,1992.0,33,29,"2,197",24.4,5,4,9,0,5,5,4,0,5.0,1.0,3.3,4.3,40,124,100,0.2,0.16,0.37,0.0,0.16,0.2,0.13,0.34,0.04,0.18
Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,26.0,1997.0,5,5,325,3.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,1,8,9,0.0,0.28,0.28,0.0,0.28,0.05,0.14,0.19,0.05,0.19
Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,21.0,2002.0,17,4,473,5.3,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.1,13,18,53,0.0,0.38,0.38,0.0,0.38,0.09,0.13,0.22,0.09,0.22
Kevin Kampl,si SVN,MF,RB Leipzig,32.0,1990.0,26,14,"1,363",15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28,88,27,0.07,0.0,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13
Harry Kane,eng ENG,FW,Bayern Munich,30.0,1993.0,32,32,"2,839",31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.14,0.25,1.39,0.98,1.24,0.97,0.2,1.17,0.85,1.05
